no,eclipse,ours
2099,123,60
2100,101,101
2101,126,346
2102,159,698
2103,169,300
2104,144,252
2105,152,257
2106,160,210
2107,154,189
2108,164,722
2109,147,147
2110,158,184
2111,144,209
2112,139,139
2113,146,146
2114,151,151
2115,157,181
2116,160,160
2117,154,154
2118,150,150
2119,147,394
2120,135,105
2121,148,148
2122,148,148
2123,168,168
2124,168,124
2125,158,126
2126,157,152
2127,158,337
2128,167,299
2129,168,371
2130,148,148
2131,154,154
2132,154,4488
2133,139,125
2134,176,176
2135,147,220
2136,148,148
2137,157,637
2138,162,1089
2139,148,148
2140,150,150
2141,157,818
2142,156,104
2143,148,148
2144,155,105
2145,135,135
2146,142,142
2147,159,865
2148,145,145
2149,143,1025
2150,130,373
2151,150,186
2152,160,139
2153,156,172
2154,160,846
2155,161,910
2156,136,136
2157,153,151
2158,138,260
2159,148,126
2160,157,408
2161,161,161
2162,144,179
2163,106,99
2164,132,77
2165,112,112
2166,155,278
2167,113,113
2168,162,93
2169,129,76
2170,140,127
2171,142,142
2172,142,114
2173,176,146
2174,140,180
2175,147,147
2176,134,75
2177,105,345
2178,138,138
2179,140,77
2180,134,134
2181,143,75
2182,131,131
2183,142,288
2184,143,143
2185,140,223
2186,168,177
2187,158,454
2188,144,456
2189,141,336
2190,136,467
2191,151,504
2192,147,92
2193,155,70
2194,156,192
2195,134,2034
2196,121,2216
2197,93,124
2198,120,1141
2199,107,283
2200,132,132
2201,97,159
2202,139,139
2203,125,125
2204,135,95
2205,100,100
2206,122,85
2207,99,99
2208,155,577
2209,134,318
2210,139,192
2211,146,186
2212,123,414
2213,104,510
2214,129,236
2215,119,240
2216,142,548
2217,142,128
2218,144,554
2219,138,182
2220,101,101
2221,128,108
2222,124,60
2223,158,124
2224,134,134
2225,148,154
2226,137,109
2227,118,133
2228,172,330
2229,146,269
2230,144,223
2231,135,202
2232,139,200
2233,139,222
2234,137,576
2235,143,429
2236,150,419
2237,139,251
2238,209,212
2239,147,195
2240,152,197
2241,143,165
2242,150,197
2243,148,252
2244,161,147
2245,146,146
2246,143,131
2247,147,147
2248,147,133
2249,163,163
2250,153,194
2251,142,142
2252,148,192
2253,156,156
2254,162,207
2255,157,208
2256,151,213
2257,135,254
2258,150,138
2259,148,245
2260,118,163
2261,149,393
2262,143,133
2263,144,618
2264,154,269
2265,159,236
2266,147,147
2267,149,153
2268,160,272
2269,146,176
2270,113,113
2271,153,153
2272,133,71
2273,107,80
2274,137,137
2275,106,290
2276,134,72
2277,110,71
2278,129,90
2279,113,126
2280,142,142
2281,136,136
2282,138,211
2283,131,131
2284,115,115
2285,123,70
2286,138,77
2287,144,144
2288,132,77
2289,145,75
2290,130,130
2291,134,73
2292,129,70
2293,132,147
2294,101,240
2295,109,94
2296,116,92
2297,111,96
2298,114,191
2299,147,110
2300,115,132
2301,128,130
2302,133,124
2303,114,114
2304,171,171
2305,144,144
2306,156,156
2307,146,123
2308,124,462
2309,138,2758
2310,139,464
2311,130,457
2312,128,1522
2313,143,455
2314,140,140
2315,142,2297
2316,145,145
2317,138,203
2318,151,151
2319,141,141
2320,158,158
2321,148,169
2322,140,140
2323,135,135
2324,153,153
2325,151,1098
2326,144,309
2327,144,5592
2328,148,7110
2329,135,157
2330,114,114
2331,136,136
2332,135,76
2333,101,101
2334,129,129
2335,140,140
2336,169,245
2337,166,128
2338,136,54
2339,98,98
2340,160,186
2341,110,69
2342,126,56
2343,125,138
2344,156,156
2345,128,176
2346,149,176
2347,152,203
2348,144,780
2349,133,133
2350,113,113
2351,163,163
2352,152,262
2353,109,109
2354,129,129
2355,147,147
2356,138,138
2357,162,238
2358,147,346
2359,138,179
2360,114,114
2361,130,120
2362,106,70
2363,130,130
2364,150,150
2365,141,141
2366,108,134
2367,132,217
2368,136,136
2369,110,181
2370,141,290
2371,109,109
2372,145,219
2373,127,127
2374,114,114
2375,198,198
2376,113,113
2377,164,164
2378,140,140
2379,136,339
2380,145,145
2381,111,111
2382,162,162
2383,113,275
2384,144,144
2385,142,142
2386,140,472
2387,129,274
2388,131,245
2389,140,140
2390,142,142
2391,146,146
2392,136,310
2393,147,166
2394,154,128
2395,150,116
2396,125,118
2397,125,170
2398,147,177
2399,149,219
2400,132,202
2401,151,185
2402,170,345
2403,167,167
2404,155,155
2405,138,138
2406,165,165
2407,150,150
2408,146,382
2409,151,93
2410,147,182
2411,198,1283
2412,217,103
2413,147,181
2414,140,589
2415,148,96
2416,134,250
2417,162,198
2418,128,181
2419,166,109
2420,184,212
2421,163,153
2422,158,734
2423,161,310
2424,154,164
2425,144,337
2426,141,141
2427,148,647
2428,200,620
2429,156,251
2430,158,448
2431,161,161
2432,158,158
2433,157,281
2434,159,78
2435,114,76
2436,149,62
2437,141,65
2438,140,59
2439,144,114
2440,156,100
2441,148,148
2442,141,141
2443,122,60
2444,135,99
2445,138,138
2446,151,170
2447,140,65
2448,164,102
2449,154,101
2450,148,350
2451,146,199
2452,121,365
2453,114,96
2454,152,114
2455,154,221
2456,172,172
2457,153,171
2458,161,161
2459,157,146
2460,143,98
2461,151,243
2462,122,98
2463,145,349
2464,167,135
2465,188,188
2466,157,157
2467,153,153
2468,156,156
2469,129,141
2470,173,192
2471,193,190
2472,165,817
2473,175,3885
2474,219,203
2475,165,139
2476,167,142
2477,166,273
2478,208,477
2479,197,188
2480,186,190
2481,165,441
2482,158,137
2483,174,138
2484,154,248
2485,195,430
2486,177,360
2487,169,419
2488,162,311
2489,162,307
2490,183,142
2491,186,150
2492,229,179
2493,169,338
2494,176,191
2495,182,310
2496,180,117
2497,148,155
2498,180,201
2499,160,214
2500,181,463
2501,171,450
2502,168,288
2503,195,396
2504,167,427
2505,170,292
2506,176,463
2507,196,436
2508,155,348
2509,187,427
2510,118,89
2511,141,151
2512,145,151
2513,145,409
2514,121,434
2515,148,259
2516,180,168
2517,156,183
2518,158,158
2519,150,79
2520,140,76
2521,149,353
2522,151,418
2523,156,166
2524,162,162
2525,144,353
2526,129,129
2527,109,32
2528,221,124
2529,151,151
2530,150,150
2531,144,736
2532,132,86
2533,134,41
2534,177,193
2535,154,232
2536,127,326
2537,184,493
2538,143,4205
2539,151,238
2540,149,2946
2541,148,275
2542,166,142
2543,147,2746
2544,151,196
2545,179,745
2546,153,166
2547,127,127
2548,200,358
2549,158,281
2550,164,577
2551,169,235
2552,128,562
2553,153,146
2554,159,239
2555,149,479
2556,153,146
2557,183,258
2558,142,80
2559,140,103
2560,142,55
2561,145,58
2562,139,58
2563,137,124
2564,156,192
2565,125,125
2566,179,130
2567,104,27
2568,134,26
2569,142,68
2570,106,48
2571,134,91
2572,132,113
2573,109,93
2574,138,93
2575,138,77
2576,144,79
2577,111,74
2578,138,54
2579,141,287
2580,139,167
2581,152,75
2582,140,261
2583,118,280
2584,140,198
2585,153,416
2586,157,60
2587,143,705
2588,137,823
2589,140,291
2590,153,641
2591,148,106
2592,132,265
2593,147,610
2594,130,280
2595,142,202
2596,123,251
2597,152,240
2598,154,154
2599,142,133
2600,111,190
2601,137,147
2602,138,41
2603,109,43
2604,107,107
2605,139,139
2606,134,169
2607,143,106
2608,152,617
2609,146,1246
2610,141,178
2611,143,563
2612,141,158
2613,151,1196
2614,154,174
2615,122,72
2616,136,99
2617,185,109
2618,162,102
2619,137,104
2620,138,73
2621,155,84
2622,145,106
2623,156,94
2624,171,114
2625,131,71
2626,147,69
2627,143,137
2628,153,66
2629,144,68
2630,145,67
2631,145,232
2632,121,359
2633,163,376
2634,161,320
2635,134,127
2636,114,43
2637,103,103
2638,135,66
2639,191,191
2640,161,174
2641,186,166
2642,215,266
2643,123,51
2644,136,136
2645,172,172
2646,141,141
2647,114,70
2648,112,112
2649,175,175
2650,151,162
2651,116,41
2652,130,79
2653,142,80
2654,159,46
2655,162,162
2656,153,94
2657,141,85
2658,148,48
2659,137,137
2660,147,92
2661,138,43
2662,123,67
2663,149,83
2664,145,86
2665,147,70
2666,152,2315
2667,154,170
2668,158,1916
2669,121,3981
2670,156,91
2671,163,2175
2672,117,3114
2673,166,166
2674,147,69
2675,143,143
2676,147,67
2677,144,2366
2678,124,438
2679,157,237
2680,109,35
2681,198,65
2682,150,63
2683,138,35
2684,135,135
2685,137,64
2686,159,66
2687,146,38
2688,145,145
2689,144,109
2690,152,37
2691,148,68
2692,123,65
2693,141,106
2694,144,67
2695,150,943
2696,148,91
2697,160,381
2698,118,118
2699,146,98
2700,144,65
2701,155,403
2702,145,40
2703,143,63
2704,133,59
2705,137,35
2706,136,136
2707,156,68
2708,140,65
2709,141,37
2710,142,142
2711,115,63
2712,137,35
2713,163,163
2714,171,171
2715,166,166
2716,155,155
2717,154,154
2718,136,136
2719,151,151
2720,151,151
2721,194,194
2722,196,196
2723,159,331
2724,164,164
2725,192,91
2726,158,133
2727,155,211
2728,158,491
2729,151,172
2730,162,1104
2731,174,174
2732,160,150
2733,157,157
2734,156,425
2735,148,86
2736,174,104
2737,154,115
2738,131,101
2739,168,159
2740,179,160
2741,161,161
2742,147,147
2743,178,152
2744,157,110
2745,158,143
2746,155,106
2747,128,115
2748,154,1021
2749,184,115
2750,156,133
2751,161,264
2752,162,5654
2753,159,127
2754,157,203
2755,170,1851
2756,155,186
2757,198,264
2758,160,160
2759,168,88
2760,157,1498
2761,205,375
2762,151,815
2763,154,108
2764,134,1196
2765,167,227
2766,183,183
2767,168,168
2768,173,144
2769,173,457
2770,140,38
2771,109,39
2772,196,71
2773,139,70
2774,145,71
2775,150,150
2776,165,78
2777,130,72
2778,150,43
2779,147,147
2780,142,38
2781,138,69
2782,146,46
2783,166,5372
2784,178,2222
2785,169,2369
2786,171,89
2787,193,505
2788,168,168
2789,161,157
2790,159,159
2791,162,162
2792,154,69
2793,153,153
2794,169,94
2795,152,141
2796,158,315
2797,134,77
2798,158,158
2799,163,80
2800,160,160
2801,156,284
2802,159,150
2803,158,71
2804,152,132
2805,168,166
2806,146,97
2807,151,151
2808,151,150
2809,202,103
2810,164,97
2811,164,150
2812,148,73
2813,151,165
2814,127,569
2815,143,587
2816,189,595
2817,152,333
2818,127,622
2819,150,53
2820,129,52
2821,156,553
2822,142,54
2823,185,65
2824,148,60
2825,152,63
2826,160,585
2827,145,582
2828,150,595
2829,149,93
2830,138,57
2831,148,590
2832,157,634
2833,148,54
2834,160,54
2835,144,144
2836,191,57
2837,132,56
2838,143,143
2839,113,113
2840,149,149
2841,183,111
2842,145,100
2843,150,66
2844,109,32
2845,142,60
2846,138,138
2847,113,113
2848,139,60
2849,143,62
2850,113,34
2851,131,61
2852,111,47
2853,145,145
2854,196,123
2855,129,1397
2856,157,551
2857,160,111
2858,154,111
2859,160,91
2860,135,119
2861,177,90
2862,134,93
2863,152,111
2864,147,114
2865,150,112
2866,129,82
2867,145,111
2868,160,92
2869,146,134
2870,197,88
2871,166,86
2872,163,102
2873,159,159
2874,159,93
2875,147,159
2876,145,145
2877,147,91
2878,148,148
2879,157,88
2880,148,98
2881,169,169
2882,154,97
2883,173,94
2884,154,134
2885,127,127
2886,150,93
2887,142,68
2888,145,145
2889,164,164
2890,159,84
2891,147,113
2892,150,91
2893,146,146
2894,250,250
2895,181,125
2896,172,105
2897,168,104
2898,174,189
2899,147,121
2900,144,79
2901,152,76
2902,120,58
2903,188,92
2904,155,155
2905,155,89
2906,161,135
2907,159,153
2908,136,104
2909,166,61
2910,151,81
2911,153,54
2912,151,89
2913,153,294
2914,133,52
2915,179,54
2916,125,185
2917,122,174
2918,147,654
2919,150,104
2920,127,127
2921,145,746
2922,166,88
2923,165,60
2924,134,47
2925,172,64
2926,177,343
2927,193,409
2928,166,14246
2929,199,7508
2930,170,292
2931,190,4712
2932,184,3839
2933,166,320
2934,200,717
2935,173,259
2936,190,572
2937,164,391
2938,183,339
2939,179,558
2940,173,451
2941,180,1223
2942,204,629
2943,172,1215
2944,182,1372
2945,175,1139
2946,173,173
2947,174,1104
2948,162,1851
2949,138,2157
2950,157,150
2951,157,1852
2952,153,95
2953,132,71
2954,170,163
2955,170,110
2956,157,106
2957,155,76
2958,161,101
2959,171,171
2960,144,78
2961,167,127
2962,147,73
2963,174,226
2964,165,98
2965,135,240
2966,140,112
2967,184,135
2968,164,122
2969,169,169
2970,164,272
2971,149,348
2972,146,43
2973,144,62
2974,113,85
2975,117,129
2976,119,45
2977,176,61
2978,145,44
2979,163,2018
2980,193,97
2981,165,165
2982,164,164
2983,167,884
2984,126,182
2985,134,2102
2986,131,1879
2987,169,107
2988,134,72
2989,146,37
2990,147,104
2991,147,74
2992,152,199
2993,170,69
2994,115,115
2995,143,37
2996,151,389
2997,199,199
2998,191,154
2999,173,2264
3000,197,2657
3001,188,148
3002,211,208
3003,173,1326
3004,193,836
3005,191,3145
3006,198,951
3007,199,164
3008,177,201
3009,208,149
3010,170,265
3011,185,159
3012,200,235
3013,180,159
3014,194,1808
3015,187,5194
3016,194,4975
3017,189,8731
3018,188,7168
3019,175,2572
3020,182,963
3021,194,3076
3022,228,989
3023,193,209
3024,227,1028
3025,204,1062
3026,198,201
3027,195,3245
3028,185,128
3029,179,267
3030,195,176
3031,179,249
3032,189,175
3033,165,158
3034,172,150
3035,204,204
3036,195,840
3037,192,566
3038,183,888
3039,185,859
3040,176,837
3041,190,505
3042,191,1335
3043,191,715
3044,188,1306
3045,197,1418
3046,190,806
3047,185,837
3048,190,538
3049,177,960
3050,193,469
3051,172,463
3052,190,768
3053,184,135
3054,178,214
3055,190,165
3056,201,150
3057,198,290
3058,165,80
3059,158,97
3060,128,78
3061,137,168
3062,184,184
3063,163,114
3064,195,80
3065,139,118
3066,157,130
3067,164,675
3068,167,167
3069,211,784
3070,270,517
3071,185,913
3072,201,576
3073,186,1866
3074,200,758
3075,191,753
3076,201,632
3077,212,759
3078,193,728
3079,200,336
3080,202,546
3081,209,194
3082,207,1084
3083,204,748
3084,207,571
3085,196,305
3086,215,940
3087,208,36051
3088,246,5775
3089,195,802
3090,199,607
3091,211,361
3092,222,1558
3093,209,324
3094,212,840
3095,200,358
3096,194,352
3097,203,532
3098,194,292
3099,205,333
3100,208,789
3101,194,732
3102,195,597
3103,192,757
3104,206,164
3105,216,318
3106,193,473
3107,191,431
3108,205,1883
3109,205,394
3110,190,760
3111,197,288
3112,228,417
3113,200,307
3114,205,352
3115,208,730
3116,190,1740
3117,202,328
3118,191,4871
3119,256,2640
3120,229,408
3121,190,651
3122,199,554
3123,198,516
3124,191,590
3125,195,1116
3126,204,9894
3127,194,819
3128,207,678
3129,190,606
3130,195,368
3131,192,601
3132,192,779
3133,212,1318
3134,197,154
3135,214,1120
3136,201,386
3137,214,305
3138,197,186
3139,195,1368
3140,208,1615
3141,195,1086
3142,195,2776
3143,197,423
3144,216,2037
3145,203,6130
3146,216,357
3147,198,567
3148,205,394
3149,204,204
3150,193,198
3151,236,315
3152,158,70
3153,153,92
3154,131,62
3155,158,142
3156,156,71
3157,183,120
3158,171,171
3159,147,147
3160,155,104
3161,160,73
3162,157,102
3163,155,74
3164,152,97
3165,155,568
3166,181,125
3167,133,66
3168,136,163
3169,180,221
3170,159,158
3171,163,288
3172,142,73
3173,167,210
3174,199,145
3175,220,96
3176,192,98
3177,178,178
3178,168,387
3179,216,280
3180,197,164
3181,195,195
3182,163,94
3183,164,94
3184,176,176
3185,183,93
3186,144,2056
3187,180,94
3188,177,177
3189,172,309
3190,197,4072
3191,190,95
3192,217,217
3193,169,94
3194,147,103
3195,165,165
3196,181,181
3197,225,92
3198,172,92
3199,198,198
3200,172,464
3201,191,194
3202,175,175
3203,177,95
3204,188,188
3205,176,93
3206,168,168
3207,174,152
3208,176,91
3209,175,175
3210,173,371
3211,268,268
3212,173,173
3213,176,318
3214,195,131
3215,171,171
3216,175,97
3217,203,518
3218,165,93
3219,181,181
3220,149,149
3221,202,202
3222,177,179
3223,190,190
3224,172,154
3225,173,113
3226,169,197
3227,185,92
3228,178,96
3229,175,175
3230,159,74
3231,169,169
3232,165,165
3233,161,286
3234,160,916
3235,162,539
3236,154,150
3237,154,202
3238,173,115
3239,164,164
3240,156,232
3241,154,190
3242,133,41
3243,166,61
3244,164,96
3245,124,200
3246,132,132
3247,187,63
3248,154,99
3249,177,72
3250,168,168
3251,202,243
3252,188,2292
3253,208,2478
3254,192,137
3255,187,228
3256,191,1636
3257,189,951
3258,190,2992
3259,190,1078
3260,199,280
3261,198,244
3262,195,165
3263,216,314
3264,206,244
3265,193,214
3266,196,240
3267,178,1881
3268,198,5260
3269,200,5001
3270,200,9071
3271,199,9354
3272,207,2526
3273,207,1007
3274,182,3193
3275,210,3025
3276,194,207
3277,216,1137
3278,206,1068
3279,199,205
3280,205,3324
3281,187,141
3282,191,292
3283,195,167
3284,188,317
3285,208,245
3286,192,178
3287,193,242
3288,201,201
3289,191,877
3290,199,486
3291,193,952
3292,221,889
3293,210,878
3294,195,495
3295,218,793
3296,206,745
3297,194,1534
3298,210,998
3299,224,905
3300,193,914
3301,202,523
3302,182,508
3303,211,927
3304,213,440
3305,189,787
3306,208,139
3307,183,171
3308,214,181
3309,207,239
3310,206,199
3311,151,110
3312,143,149
3313,147,113
3314,132,111
3315,164,107
3316,160,166
3317,178,141
3318,168,119
3319,140,80
3320,147,114
3321,190,224
3322,203,493
3323,156,109
3324,130,43
3325,158,39
3326,170,95
3327,188,72
3328,155,194
3329,167,71
3330,165,165
3331,189,189
3332,186,359
3333,160,160
3334,215,92
3335,170,138
3336,181,148
3337,215,146
3338,205,140
3339,186,186
3340,180,398
3341,175,347
3342,193,800
3343,220,584
3344,205,757
3345,205,586
3346,202,1839
3347,213,829
3348,206,777
3349,193,806
3350,203,623
3351,208,752
3352,207,1260
3353,223,4310
3354,205,162
3355,206,1077
3356,212,739
3357,191,286
3358,190,328
3359,211,317
3360,198,34244
3361,255,4294
3362,223,817
3363,203,651
3364,198,447
3365,205,384
3366,221,356
3367,210,766
3368,205,400
3369,214,369
3370,196,524
3371,212,292
3372,191,312
3373,207,820
3374,207,768
3375,208,306
3376,200,571
3377,209,165
3378,214,322
3379,201,439
3380,252,430
3381,201,2368
3382,237,405
3383,197,798
3384,209,324
3385,200,986
3386,193,502
3387,200,172
3388,203,750
3389,200,1336
3390,208,332
3391,204,2945
3392,202,1117
3393,216,443
3394,207,547
3395,211,555
3396,191,327
3397,219,617
3398,200,1243
3399,212,5246
3400,220,764
3401,226,623
3402,205,2049
3403,212,801
3404,213,1063
3405,225,782
3406,208,1059
3407,208,158
3408,200,358
3409,208,1298
3410,217,327
3411,207,194
3412,208,1136
3413,229,1699
3414,279,1097
3415,200,1363
3416,233,443
3417,199,2005
3418,218,6152
3419,213,573
3420,198,633
3421,217,625
3422,206,206
3423,201,260
3424,205,220
3425,166,78
3426,182,95
3427,178,76
3428,168,143
3429,157,157
3430,191,109
3431,153,71
3432,166,124
3433,175,136
3434,178,617
3435,145,145
3436,167,67
3437,166,75
3438,183,58
3439,134,92
3440,165,89
3441,142,92
3442,168,168
3443,179,179
3444,164,70
3445,139,70
3446,165,69
3447,141,72
3448,161,68
3449,164,89
3450,140,90
3451,165,129
3452,158,236
3453,159,48
3454,136,49
3455,166,88
3456,132,59
3457,202,87
3458,175,75
3459,147,83
3460,171,203
3461,141,142
3462,175,250
3463,196,246
3464,140,171
3465,184,149
3466,186,134
3467,174,377
3468,162,284
3469,163,297
3470,175,254
3471,176,134
3472,177,121
3473,143,225
3474,143,67
3475,160,160
3476,136,150
3477,165,165
3478,187,199
3479,145,97
3480,150,150
3481,201,106
3482,168,162
3483,168,125
3484,171,124
3485,165,116
3486,145,1011
3487,216,88
3488,198,218
3489,204,219
3490,182,182
3491,196,259
3492,191,207
3493,184,94
3494,192,96
3495,200,200
3496,183,430
3497,198,288
3498,195,119
3499,214,94
3500,156,92
3501,175,175
3502,177,177
3503,178,96
3504,171,2045
3505,182,99
3506,208,208
3507,193,336
3508,171,496
3509,176,167
3510,187,118
3511,175,175
3512,180,110
3513,195,97
3514,184,94
3515,171,171
3516,180,95
3517,188,92
3518,185,99
3519,154,167
3520,179,179
3521,203,99
3522,186,101
3523,190,101
3524,183,183
3525,197,93
3526,195,195
3527,178,178
3528,158,93
3529,192,192
3530,184,184
3531,180,279
3532,200,98
3533,181,181
3534,183,183
3535,183,436
3536,171,96
3537,195,195
3538,192,192
3539,188,188
3540,186,200
3541,176,176
3542,185,164
3543,201,175
3544,206,321
3545,183,96
3546,168,97
3547,206,97
3548,195,195
3549,141,1777
3550,194,79
3551,176,74
3552,168,168
3553,178,179
3554,142,1999
3555,171,1694
3556,144,75
3557,184,79
3558,167,1769
3559,196,2140
3560,166,131
3561,204,1764
3562,157,52
3563,178,584
3564,157,420
3565,180,14075
3566,197,7332
3567,188,187
3568,190,4539
3569,191,3980
3570,195,437
3571,192,673
3572,210,377
3573,175,559
3574,178,332
3575,176,318
3576,208,388
3577,186,397
3578,201,662
3579,175,628
3580,171,657
3581,176,1191
3582,188,597
3583,177,177
3584,208,1194
3585,163,275
3586,140,67
3587,174,174
3588,175,920
3589,160,539
3590,162,149
3591,170,194
3592,140,275
3593,140,33
3594,166,134
3595,214,115
3596,159,135
3597,135,146
3598,180,104
3599,133,133
3600,191,87
3601,157,113
3602,183,183
3603,161,161
3604,165,68
3605,148,148
3606,196,34
3607,170,29
3608,157,43
3609,131,131
3610,163,163
3611,190,190
3612,173,169
3613,185,106
3614,162,211
3615,185,497
3616,187,50
3617,220,17
3618,125,25
3619,121,121
3620,186,186
3621,132,132
3622,204,204
3623,165,165
3624,166,166
3625,161,161
3626,125,125
3627,161,161
3628,195,195
3629,128,128
3630,192,192
3631,164,164
3632,157,157
3633,158,158
3634,156,156
3635,167,167
3636,125,125
3637,182,182
3638,161,161
3639,161,60
3640,157,31
3641,133,150
3642,164,164
3643,138,138
3644,206,206
3645,131,131
3646,193,193
3647,162,245
3648,168,168
3649,170,237
3650,131,265
3651,140,240
3652,183,254
3653,134,43
3654,193,34
3655,173,173
3656,171,38
3657,166,130
3658,193,38
3659,136,136
3660,194,166
3661,164,104
3662,204,204
3663,131,131
3664,155,155
3665,194,194
3666,171,69
3667,153,153
3668,171,157
3669,163,1132
3670,164,1983
3671,164,935
3672,158,158
3673,160,160
3674,209,219
3675,183,227
3676,184,166
3677,157,173
3678,182,101
3679,204,63
3680,143,101
3681,177,4968
3682,176,2792
3683,180,785
3684,167,2307
3685,148,434
3686,151,994
3687,173,216
3688,146,1672
3689,201,442
3690,168,8376
3691,164,15324
3692,183,247
3693,214,177
3694,212,111
3695,179,99
3696,217,98
3697,153,130
3698,176,80
3699,171,511
3700,148,105
3701,161,161
3702,136,89
3703,171,171
3704,145,219
3705,196,223
3706,174,233
3707,170,228
3708,151,151
3709,181,77
3710,171,76
3711,182,170
3712,184,207
3713,183,122
3714,183,72
3715,173,2175
3716,199,1110
3717,175,674
3718,171,113
3719,176,3245
3720,180,109
3721,170,62
3722,179,402
3723,142,142
3724,207,218
3725,227,135
3726,168,89
3727,161,150
3728,153,358
3729,177,146
3730,203,194
3731,176,176
3732,183,487
3733,177,534
3734,183,142
3735,188,143
3736,184,184
3737,191,191
3738,182,535
3739,180,98
3740,197,99
3741,152,152
3742,223,223
3743,191,106
3744,189,189
3745,198,198
3746,183,644
3747,176,176
3748,185,185
3749,186,96
3750,179,333
3751,192,192
3752,201,201
3753,193,426
3754,156,112
3755,186,186
3756,194,491
3757,187,187
3758,180,180
3759,186,186
3760,183,183
3761,181,98
3762,185,185
3763,223,244
3764,196,219
3765,200,158
3766,158,146
3767,148,168
3768,161,31
3769,194,95
3770,170,96
3771,152,264
3772,143,103
3773,173,203
3774,168,98
3775,180,200
3776,209,204
3777,186,181
3778,197,111
3779,195,213
3780,209,108
3781,184,180
3782,170,47
3783,167,48
3784,168,170
3785,140,68
3786,165,46
3787,170,52
3788,173,77
3789,180,59
3790,173,56
3791,168,92
3792,145,71
3793,138,126
3794,187,70
3795,186,65
3796,153,123
3797,146,65
3798,182,307
3799,176,314
3800,169,49
3801,172,87
3802,178,101
3803,181,221
3804,181,156
3805,184,95
3806,154,54
3807,171,55
3808,175,99
3809,171,130
3810,184,184
3811,146,250
3812,179,218
3813,176,176
3814,212,212
3815,196,87
3816,188,188
3817,182,45
3818,141,141
3819,180,131
3820,174,62
3821,179,146
3822,181,287
3823,150,57
3824,164,72
3825,174,75
3826,190,165
3827,179,62
3828,179,73
3829,170,99
3830,175,100
3831,171,96
3832,172,174
3833,175,251
3834,148,104
3835,153,113
3836,154,193
3837,185,100
3838,180,152
3839,201,90
3840,151,244
3841,188,89
3842,170,135
3843,178,117
3844,189,88
3845,173,69
3846,153,97
3847,180,202
3848,182,58
3849,173,147
3850,173,134
3851,182,58
3852,177,77
3853,175,117
3854,181,297
3855,213,74
3856,176,97
3857,175,99
3858,178,123
3859,172,72
3860,164,100
3861,156,126
3862,160,214
3863,197,76
3864,178,296
3865,148,194
3866,171,747
3867,175,101
3868,154,1516
3869,179,863
3870,189,127
3871,145,753
3872,184,184
3873,193,247
3874,176,365
3875,201,200
3876,175,175
3877,175,175
3878,182,182
3879,184,398
3880,178,178
3881,147,99
3882,211,187
3883,172,172
3884,205,205
3885,174,174
3886,171,171
3887,179,179
3888,180,180
3889,152,152
3890,199,78
3891,205,107
3892,181,58
3893,171,124
3894,179,82
3895,177,237
3896,154,133
3897,185,185
3898,147,145
3899,175,77
3900,181,76
3901,188,85
3902,149,106
3903,169,78
3904,180,82
3905,184,100
3906,186,263
3907,176,115
3908,158,118
3909,158,162
3910,191,128
3911,168,162
3912,161,154
3913,198,91
3914,156,183
3915,175,142
3916,168,87
3917,181,185
3918,165,116
3919,189,160
3920,157,219
3921,196,1065
3922,198,920
3923,175,271
3924,178,118
3925,168,301
3926,178,179
3927,159,268
3928,185,1591
3929,194,194
3930,151,111
3931,196,458
3932,160,267
3933,155,5283
3934,237,6757
3935,200,127
3936,190,127
3937,192,72
3938,253,253
3939,245,193
3940,186,137
3941,178,224
3942,152,127
3943,191,125
3944,194,246
3945,188,126
3946,187,137
3947,209,104
3948,191,133
3949,198,228
3950,184,91
3951,198,2081
3952,180,3165
3953,173,260
3954,210,210
3955,184,184
3956,191,204
3957,194,319
3958,217,172
3959,189,2026
3960,188,146
3961,167,104
3962,214,214
3963,168,168
3964,182,182
3965,183,183
3966,188,135
3967,162,135
3968,180,180
3969,195,195
3970,205,98
3971,186,186
3972,188,188
3973,195,195
3974,194,194
3975,193,193
3976,200,142
3977,201,147
3978,190,271
3979,161,134
3980,188,140
3981,183,130
3982,164,164
3983,183,82
3984,203,138
3985,204,204
3986,190,135
3987,163,98
3988,184,134
3989,161,133
3990,188,188
3991,187,187
3992,194,194
3993,193,193
3994,190,190
3995,233,233
3996,227,227
3997,191,194
3998,184,184
3999,190,80
4000,211,211
4001,189,189
4002,216,216
4003,198,198
4004,193,193
4005,193,393
4006,191,246
4007,204,204
4008,187,149
4009,182,149
4010,201,131
4011,185,2114
4012,203,141
4013,198,198
4014,196,144
4015,195,159
4016,197,129
4017,178,132
4018,188,132
4019,178,253
4020,203,139
4021,166,2060
4022,204,204
4023,214,144
4024,193,157
4025,191,86
4026,187,223
4027,212,289
4028,192,1219
4029,160,139
4030,190,149
4031,223,102
4032,192,110
4033,191,952
4034,175,532
4035,181,1922
4036,155,155
4037,214,213
4038,180,78
4039,157,411
4040,182,391
4041,184,104
4042,197,197
4043,191,191
4044,208,208
4045,190,190
4046,189,189
4047,202,202
4048,209,209
4049,179,179
4050,231,231
4051,193,96
4052,196,196
4053,188,188
4054,201,201
4055,196,196
4056,195,195
4057,201,201
4058,221,199
4059,210,210
4060,210,210
4061,195,195
4062,188,99
4063,192,192
4064,181,181
4065,182,182
4066,194,194
4067,187,133
4068,188,210
4069,220,220
4070,204,1754
4071,158,92
4072,190,368
