no,eclipse,ours
2098,162,162
2099,245,245
2100,180,180
2101,180,180
2102,143,143
2103,225,339
2104,167,110
2105,147,149
2106,112,110
2107,120,194
2108,141,222
2109,163,109
2110,147,124
2111,165,114
2112,157,121
2113,138,110
2114,158,105
2115,189,114
2116,138,225
2117,183,332
2118,177,188
2119,179,153
2120,156,146
2121,151,195
2122,149,155
2123,159,230
2124,159,172
2125,169,165
2126,153,166
2127,156,205
2128,164,195
2129,123,94
2130,100,84
2131,97,97
2132,125,49
2133,108,50
2134,133,146
2135,151,56
2136,151,161
2137,147,129
2138,162,1489
2139,152,109
2140,170,2347
2141,158,498
2142,154,1749
2143,149,149
2144,167,3174
2145,145,145
2146,143,1599
2147,219,2375
2148,244,141
2149,171,167
2150,153,1257
2151,165,134
2152,139,157
2153,163,286
2154,161,161
2155,89,619
2156,126,90
2157,122,92
2158,88,108
2159,100,167
2160,99,103
2161,97,93
2162,149,96
2163,121,103
2164,127,88
2165,93,79
2166,160,169
2167,92,89
2168,104,166
2169,135,164
2170,262,262
2171,166,103
2172,145,215
2173,150,107
2174,156,91
2175,153,90
2176,143,143
2177,168,168
2178,143,143
2179,144,144
2180,113,113
2181,126,126
2182,217,217
2183,121,106
2184,139,139
2185,175,122
2186,164,402
2187,224,112
2188,164,106
2189,363,263
2190,246,207
2191,261,158
2192,168,389
2193,165,392
2194,158,93
2195,158,158
2196,186,130
2197,131,115
2198,173,104
2199,169,109
2200,157,104
2201,158,193
2202,152,221
2203,214,214
2204,168,168
2205,175,175
2206,183,156
2207,179,179
2208,198,198
2209,177,177
2210,186,186
2211,158,158
2212,200,200
2213,175,212
2214,142,151
2215,170,170
2216,159,338
2217,146,88
2218,159,113
2219,152,275
2220,152,192
2221,143,1551
2222,151,1096
2223,139,599
2224,149,150
2225,157,221
2226,139,134
2227,166,147
2228,165,2193
2229,214,174
2230,172,159
2231,168,168
2232,209,179
2233,156,192
2234,158,181
2235,162,228
2236,158,144
2237,150,225
2238,166,693
2239,146,457
2240,183,900
2241,298,312
2242,182,296
2243,209,513
2244,385,105
2245,235,235
2246,190,190
2247,274,93
2248,271,115
2249,248,248
2250,319,107
2251,313,313
2252,395,100
2253,272,272
2254,338,338
2255,215,61
2256,178,155
2257,183,78
2258,121,114
2259,138,149
2260,151,153
2261,167,154
2262,178,118
2263,166,166
2264,114,114
2265,134,159
2266,146,146
2267,106,106
2268,158,158
2269,139,142
2270,149,41
2271,207,63
2272,162,64
2273,156,61
2274,143,61
2275,135,57
2276,120,60
2277,128,78
2278,155,63
2279,125,76
2280,128,77
2281,141,61
2282,119,87
2283,151,72
2284,107,155
2285,158,92
2286,146,75
2287,110,263
2288,135,258
2289,112,91
2290,146,297
2291,137,446
2292,199,863
2293,183,269
2294,117,334
2295,188,366
2296,160,266
2297,179,89
2298,176,156
2299,162,162
2300,165,165
2301,149,149
2302,216,216
2303,157,136
2304,153,154
2305,165,133
2306,183,132
2307,144,2088
2308,145,456
2309,140,116
2310,115,47
2311,116,147
2312,115,521
2313,124,1710
2314,140,4016
2315,149,369
2316,113,311
2317,146,126
2318,129,50
2319,137,54
2320,109,153
2321,131,83
2322,112,53
2323,159,60
2324,110,50
2325,158,57
2326,138,101
2327,108,57
2328,121,53
2329,141,54
2330,114,59
2331,136,161
2332,130,57
2333,159,140
2334,139,59
2335,123,129
2336,156,78
2337,131,166
2338,148,73
2339,150,84
2340,110,57
2341,144,178
2342,135,150
2343,124,43
2344,128,27
2345,164,186
2346,131,194
2347,163,185
2348,107,111
2349,90,193
2350,136,186
2351,102,190
2352,147,178
2353,133,88
2354,150,186
2355,118,118
2356,135,77
2357,145,145
2358,117,93
2359,176,92
2360,160,81
2361,139,114
2362,132,750
2363,136,96
2364,130,1375
2365,152,292
2366,152,790
2367,144,1302
2368,116,46
2369,140,73
2370,157,88
2371,121,91
2372,153,83
2373,141,78
2374,152,45
2375,130,125
2376,158,91
2377,111,32
2378,127,38
2379,120,525
2380,131,475
2381,102,52
2382,92,20
2383,148,17
2384,114,17
2385,126,17
2386,178,479
2387,118,144
2388,111,122
2389,176,323
2390,146,92
2391,181,181
2392,158,158
2393,164,2654
2394,145,121
2395,153,116
2396,163,116
2397,143,117
2398,146,121
2399,150,120
2400,182,117
2401,165,116
2402,148,118
2403,161,146
2404,209,147
2405,172,136
2406,157,122
2407,156,124
2408,148,132
2409,166,125
2410,162,139
2411,296,201
2412,187,162
2413,148,264
2414,177,171
2415,135,187
2416,136,121
2417,195,142
2418,115,195
2419,154,304
2420,205,205
2421,155,279
2422,176,275
2423,153,346
2424,147,339
2425,160,875
2426,150,14320
2427,178,1313
2428,167,109
2429,228,1931
2430,147,3125
2431,153,120
2432,180,6736
2433,166,1305
2434,221,794
2435,167,2920
2436,357,290
2437,174,150
2438,161,170
2439,157,978
2440,167,1415
2441,176,862
2442,147,295
2443,166,326
2444,159,1756
2445,158,284
2446,147,2018
2447,163,2162
2448,163,4021
2449,335,699
2450,272,2511
2451,379,3253
2452,247,982
2453,266,5325
2454,643,966
2455,330,6593
2456,797,1559
2457,838,838
2458,813,813
2459,580,4351
2460,625,5804
2461,534,5193
2462,415,4819
2463,264,8606
2464,336,4923
2465,341,6379
2466,235,576
2467,232,2777
2468,209,2417
2469,200,480
2470,242,2474
2471,248,2332
2472,192,2321
2473,197,768
2474,209,2270
2475,201,218
2476,249,2294
2477,206,712
2478,188,2152
2479,220,2319
2480,232,955
2481,212,934
2482,235,2223
2483,184,1697
2484,187,597
2485,188,2534
2486,186,2221
2487,185,2088
2488,244,201
2489,186,173
2490,184,448
2491,180,1948
2492,182,385
2493,177,333
2494,204,334
2495,204,214
2496,173,227
2497,185,233
2498,211,349
2499,226,387
2500,202,449
2501,205,213
2502,180,228
2503,200,359
2504,191,220
2505,190,237
2506,197,216
2507,184,5623
2508,194,357
2509,196,388
2510,187,2645
2511,181,693
2512,162,1217
2513,160,210
2514,171,723
2515,232,2101
2516,188,5287
2517,198,1153
2518,471,641
2519,278,444
2520,397,765
2521,226,4531
2522,349,6334
2523,194,4600
2524,199,4039
2525,229,9770
2526,215,215
2527,172,529
2528,166,546
2529,234,756
2530,164,6532
2531,203,188
2532,190,6287
2533,163,5882
2534,283,8352
2535,280,4879
2536,166,7057
2537,161,5850
2538,156,7209
2539,168,5420
2540,170,9286
2541,191,195
2542,214,185
2543,158,166
2544,170,220
2545,172,253
2546,180,188
2547,176,296
2548,189,153
2549,161,159
2550,170,159
2551,198,205
2552,202,384
2553,191,431
2554,207,3754
2555,218,1487
2556,203,2861
2557,159,1601
2558,150,3136
2559,184,1496
2560,235,2595
2561,212,187
2562,186,1692
2563,253,263
2564,161,170
2565,313,1489
2566,181,265
2567,179,1254
2568,268,1533
2569,185,2401
2570,432,2373
2571,176,1104
2572,209,1662
2573,166,1167
2574,182,325
2575,166,283
2576,196,1262
2577,176,792
2578,177,894
2579,163,445
2580,146,271
2581,184,1553
2582,180,1848
2583,179,286
2584,195,272
2585,190,423
2586,189,383
2587,185,331
2588,187,226
2589,175,235
2590,193,266
2591,236,315
2592,175,243
2593,190,241
2594,172,262
2595,229,189
2596,176,185
2597,183,220
2598,195,234
2599,175,543
2600,168,536
2601,184,3239
2602,166,1349
2603,164,1938
2604,166,1768
2605,316,4308
2606,195,1535
2607,191,3012
2608,165,1868
2609,180,996
2610,175,195
2611,176,3130
2612,190,1804
2613,179,1286
2614,183,185
2615,184,185
2616,165,1396
2617,171,321
2618,213,3376
2619,166,1027
2620,186,254
2621,190,234
2622,192,3304
2623,148,62
2624,106,31
2625,202,34
2626,150,78
2627,240,240
2628,219,2651
2629,171,205
2630,165,2383
2631,359,3285
2632,280,289
2633,349,2684
2634,164,164
2635,191,3860
2636,314,443
2637,205,205
2638,164,2011
2639,175,175
2640,170,4198
2641,188,162
2642,171,150
2643,178,277
2644,177,190
2645,177,203
2646,173,2708
2647,523,635
2648,283,829
2649,293,2700
2650,295,770
2651,286,1868
2652,158,428
2653,162,4540
2654,236,269
2655,212,2931
2656,158,413
2657,190,1209
2658,156,13442
2659,194,2044
2660,178,2099
2661,180,3544
2662,194,315
2663,178,162
2664,237,372
2665,203,1146
2666,159,3757
2667,175,2333
2668,233,2929
2669,168,1882
2670,165,217
2671,173,236
2672,179,264
2673,217,287
2674,268,5178
2675,182,2581
2676,161,6479
2677,174,4670
2678,171,2900
2679,170,2871
2680,170,3904
2681,169,2266
2682,212,1366
2683,154,6164
2684,169,1541
2685,208,512
2686,156,2118
2687,185,1117
2688,163,3276
2689,240,2155
2690,170,312
2691,167,2585
2692,163,160
2693,170,2223
2694,165,234
2695,164,1837
2696,166,1427
2697,168,144
2698,199,360
2699,197,287
2700,168,2621
2701,167,154
2702,169,2276
2703,179,204
2704,166,1802
2705,172,1520
2706,184,150
2707,172,336
2708,195,1197
2709,159,575
2710,174,2326
2711,171,125
2712,181,1003
2713,156,534
2714,178,309
2715,180,1324
2716,162,982
2717,201,404
2718,183,310
2719,168,179
2720,171,171
2721,157,157
2722,237,136
2723,158,137
2724,167,139
2725,205,205
2726,166,222
2727,177,1022
2728,176,212
2729,177,1440
2730,165,739
2731,160,159
2732,178,261
2733,214,381
2734,164,190
2735,181,916
2736,171,269
2737,171,371
2738,171,183
2739,235,504
2740,167,139
2741,165,135
2742,175,167
2743,178,257
2744,171,179
2745,171,497
2746,177,177
2747,192,265
2748,186,251
2749,192,255
2750,161,269
2751,176,287
2752,179,334
2753,186,175
2754,199,146
2755,191,326
2756,190,291
2757,189,231
2758,186,253
2759,188,777
2760,167,1268
2761,255,214
2762,328,187
2763,252,301
2764,198,499
2765,182,358
2766,184,462
2767,187,478
2768,183,301
2769,186,186
2770,187,187
2771,177,300
2772,190,1089
2773,183,237
2774,172,224
2775,224,485
2776,199,530
2777,192,417
2778,190,398
2779,166,285
2780,195,715
2781,188,290
2782,285,375
2783,198,289
2784,194,257
2785,207,240
2786,174,705
2787,179,1250
2788,178,185
2789,209,190
2790,184,247
2791,186,389
2792,188,188
2793,179,334
2794,166,390
2795,210,403
2796,170,314
2797,185,285
2798,192,714
2799,177,272
2800,168,317
2801,196,196
2802,185,433
2803,206,419
2804,201,449
2805,178,390
2806,188,211
2807,188,593
2808,171,192
2809,194,272
2810,173,202
2811,167,119
2812,170,55
2813,191,210
2814,152,103
2815,124,61
2816,116,78
2817,235,127
2818,153,96
2819,129,89
2820,114,85
2821,156,63
2822,128,119
2823,151,77
2824,157,140
2825,124,112
2826,156,60
2827,136,135
2828,144,86
2829,209,350
2830,162,272
2831,168,1906
2832,213,391
2833,200,210
2834,248,155
2835,207,2750
2836,269,269
2837,173,173
2838,201,201
2839,175,175
2840,195,195
2841,218,218
2842,174,174
2843,199,328
2844,177,188
2845,183,919
2846,173,233
2847,186,146
2848,181,1874
2849,222,284
2850,175,372
2851,207,363
2852,237,437
2853,329,717
2854,247,273
2855,209,235
2856,175,249
2857,184,223
2858,177,882
2859,165,160
2860,184,358
2861,176,665
2862,172,630
2863,168,1213
2864,201,201
2865,228,338
2866,204,362
2867,204,365
2868,226,584
2869,232,820
2870,246,605
2871,165,469
2872,202,257
2873,178,997
2874,184,2639
2875,202,362
2876,206,3661
2877,191,387
2878,163,137
2879,173,139
2880,170,200
2881,172,287
2882,167,190
2883,177,517
2884,204,211
2885,209,308
2886,205,220
2887,183,294
2888,188,263
2889,182,176
2890,165,2474
2891,167,698
2892,165,2391
2893,163,2097
2894,176,1936
2895,181,227
2896,155,741
2897,190,262
2898,175,238
2899,175,700
2900,172,250
2901,164,241
2902,193,193
2903,211,211
2904,185,185
2905,176,176
2906,224,288
2907,215,322
2908,174,737
2909,191,162
2910,163,223
2911,171,280
2912,173,799
2913,183,1215
2914,170,163
2915,180,724
2916,182,219
2917,169,3374
2918,167,795
2919,192,192
2920,169,169
2921,163,4319
2922,154,1590
2923,280,12861
2924,233,3134
2925,181,460
2926,165,165
2927,167,1335
2928,243,2705
2929,173,6726
2930,174,4173
2931,276,5196
2932,259,537
2933,212,212
2934,276,276
2935,207,207
2936,161,261
2937,200,291
2938,181,181
2939,181,145
2940,179,456
2941,164,1605
2942,174,3077
2943,184,1893
2944,181,3581
2945,169,155
2946,191,2721
2947,171,4333
2948,177,141
2949,153,60
2950,147,197
2951,151,123
2952,142,74
2953,139,166
2954,171,79
2955,176,112
2956,202,94
2957,162,97
2958,161,76
2959,163,228
2960,120,107
2961,161,89
2962,134,87
2963,161,76
2964,135,123
2965,127,101
2966,194,119
2967,208,336
2968,209,209
2969,192,192
2970,185,200
2971,165,165
2972,184,184
2973,212,212
2974,206,206
2975,200,304
2976,171,171
2977,193,216
2978,206,154
2979,203,203
2980,182,182
2981,200,294
2982,192,192
2983,177,177
2984,175,175
2985,196,196
2986,189,189
2987,182,153
2988,189,189
2989,168,168
2990,174,174
2991,156,210
2992,175,126
2993,177,283
2994,168,129
2995,194,124
2996,173,281
2997,180,318
2998,209,322
2999,181,114
3000,181,183
3001,169,169
3002,207,207
3003,180,180
3004,198,198
3005,214,1298
3006,194,294
3007,185,4991
3008,171,1547
3009,184,2775
3010,183,4568
3011,210,244
3012,192,411
3013,196,3427
3014,175,246
3015,207,197
3016,196,7742
3017,171,193
3018,170,213
3019,174,284
3020,186,1161
3021,229,1109
3022,215,210
3023,193,690
3024,277,460
3025,188,274
3026,189,218
3027,174,174
3028,163,163
3029,206,355
3030,177,375
3031,231,328
3032,211,211
3033,168,168
3034,156,249
3035,170,132
3036,222,161
3037,191,1185
3038,163,1197
3039,163,213
3040,181,181
3041,181,181
3042,176,176
3043,173,173
3044,186,186
3045,181,181
3046,175,175
3047,184,1057
3048,186,993
3049,485,182
3050,221,1104
3051,525,1017
3052,201,287
3053,187,267
3054,194,307
3055,244,228
3056,212,514
3057,205,375
3058,211,215
3059,192,247
3060,201,177
3061,182,122
3062,164,1501
3063,180,1403
3064,173,226
3065,323,290
3066,227,424
3067,199,666
3068,189,347
3069,186,220
3070,165,984
3071,179,7403
3072,176,315
3073,183,1066
3074,222,618
3075,188,133
3076,202,202
3077,175,175
3078,202,136
3079,164,160
3080,169,138
3081,182,182
3082,190,235
3083,179,301
3084,182,445
3085,185,1496
3086,185,3536
3087,175,274
3088,238,276
3089,175,3025
3090,207,211
3091,253,447
3092,268,445
3093,213,455
3094,195,309
3095,219,363
3096,195,359
3097,223,380
3098,204,548
3099,231,452
3100,238,656
3101,203,388
3102,290,379
3103,216,473
3104,193,1854
3105,195,1725
3106,290,652
3107,198,1834
3108,203,1642
3109,237,1681
3110,210,1750
3111,187,1828
3112,189,539
3113,202,186
3114,262,1848
3115,217,1676
3116,199,1840
3117,374,1975
3118,220,2025
3119,227,1838
3120,212,2008
3121,382,2252
3122,220,1912
3123,263,2030
3124,211,1672
3125,222,167
3126,229,177
3127,242,431
3128,213,1543
3129,198,532
3130,237,384
3131,197,428
3132,201,1961
3133,209,1956
3134,249,535
3135,197,1765
3136,223,2196
3137,334,1821
3138,203,1993
3139,260,642
3140,219,1765
3141,205,241
3142,219,1657
3143,212,1679
3144,211,1831
3145,187,1876
3146,195,1846
3147,394,1709
3148,219,1752
3149,247,2236
3150,249,2264
3151,220,1831
3152,200,1756
3153,196,169
3154,203,195
3155,196,445
3156,200,1897
3157,211,500
3158,191,350
3159,262,528
3160,258,490
3161,207,352
3162,246,493
3163,219,505
3164,230,230
3165,228,389
3166,230,262
3167,221,498
3168,222,222
3169,208,208
3170,218,264
3171,215,319
3172,188,622
3173,191,286
3174,178,178
3175,173,419
3176,178,571
3177,178,178
3178,206,206
3179,173,534
3180,221,198
3181,172,190
3182,196,1279
3183,199,212
3184,175,1186
3185,169,231
3186,177,761
3187,180,850
3188,169,220
3189,205,144
3190,268,149
3191,218,144
3192,206,1167
3193,202,1198
3194,170,186
3195,203,163
3196,183,162
3197,213,1255
3198,226,1186
3199,199,1277
3200,192,1349
3201,216,1195
3202,187,140
3203,194,1525
3204,170,132
3205,239,160
3206,379,269
3207,302,203
3208,334,1285
3209,206,140
3210,217,157
3211,203,269
3212,197,289
3213,194,147
3214,208,2680
3215,188,275
3216,177,1603
3217,192,2844
3218,173,481
3219,190,2608
3220,204,1091
3221,192,160
3222,190,155
3223,183,253
3224,181,1989
3225,186,999
3226,178,158
3227,199,3409
3228,188,1310
3229,229,231
3230,174,3140
3231,188,245
3232,197,132
3233,197,1149
3234,192,329
3235,205,329
3236,224,245
3237,189,189
3238,191,191
3239,223,3827
3240,170,1966
3241,181,3334
3242,514,3085
3243,226,2940
3244,191,1881
3245,174,1617
3246,186,1629
3247,199,215
3248,184,2882
3249,180,1066
3250,171,151
3251,178,203
3252,168,193
3253,171,138
3254,191,2631
3255,203,199
3256,178,1046
3257,157,1550
3258,172,1673
3259,191,191
3260,184,222
3261,183,2083
3262,175,254
3263,249,96
3264,201,166
3265,229,2675
3266,269,2087
3267,183,168
3268,193,160
3269,197,242
3270,229,124
3271,174,341
3272,153,36
3273,256,256
3274,641,641
3275,666,44
3276,160,43
3277,172,65
3278,140,39
3279,157,18
3280,172,17
3281,202,39
3282,203,19
3283,125,21
3284,172,21
3285,350,34
3286,224,19
3287,244,68
3288,224,209
3289,258,269
3290,246,67
3291,180,298
3292,184,135
3293,294,68
3294,240,70
3295,340,263
3296,187,75
3297,212,78
3298,176,76
3299,195,86
3300,196,85
3301,171,84
3302,196,108
3303,199,84
3304,174,77
3305,120,62
3306,161,59
3307,191,56
3308,133,156
3309,170,87
3310,145,57
3311,160,56
3312,179,53
3313,168,58
3314,155,83
3315,143,60
3316,182,65
3317,128,85
3318,187,92
3319,165,82
3320,167,87
3321,224,83
3322,123,72
3323,134,91
3324,157,60
3325,169,71
3326,147,108
3327,125,57
3328,125,80
3329,159,57
3330,180,57
3331,199,78
3332,169,85
3333,129,83
3334,138,81
3335,137,70
3336,180,60
3337,180,80
3338,177,96
3339,161,85
3340,129,59
3341,173,83
3342,211,67
3343,180,86
3344,151,85
3345,159,80
3346,165,89
3347,172,172
3348,129,138
3349,165,252
3350,162,46
3351,167,50
3352,150,49
3353,214,46
3354,164,63
3355,179,95
3356,160,52
3357,146,49
3358,169,42
3359,200,47
3360,166,45
3361,190,48
3362,240,160
3363,172,20
3364,127,19
3365,185,26
3366,154,18
3367,226,26
3368,164,20
3369,131,19
3370,147,24
3371,180,22
3372,135,24
3373,155,19
3374,149,22
3375,197,19
3376,183,18
3377,150,19
3378,166,42
3379,164,35
3380,146,41
3381,165,48
3382,141,108
3383,164,114
3384,147,324
3385,119,40
3386,153,164
3387,159,42
3388,178,59
3389,152,59
3390,149,44
3391,132,43
3392,142,66
3393,169,40
3394,179,55
3395,230,90
3396,163,6206
3397,182,6125
3398,134,127
3399,140,165
3400,155,96
3401,133,151
3402,153,153
3403,179,179
3404,157,142
3405,203,153
3406,168,181
3407,167,106
3408,170,101
3409,179,838
3410,246,261
3411,181,741
3412,179,1045
3413,154,4204
3414,181,1228
3415,170,3974
3416,133,1480
3417,206,139
3418,134,108
3419,163,4871
3420,193,6649
3421,171,4105
3422,188,1010
3423,181,4939
3424,168,1994
3425,184,1204
3426,228,1545
3427,198,273
3428,191,5596
3429,350,147
3430,323,117
3431,176,1244
3432,207,7455
3433,174,4819
3434,179,4323
3435,195,12291
3436,212,1979
3437,201,197
3438,185,159
3439,182,148
3440,226,123
3441,190,120
3442,176,113
3443,184,57
3444,182,62
3445,208,58
3446,143,144
3447,142,70
3448,160,67
3449,148,142
3450,150,220
3451,165,114
3452,162,135
3453,156,216
3454,154,56
3455,203,98
3456,187,81
3457,180,84
3458,189,73
3459,178,107
3460,170,147
3461,199,105
3462,237,118
3463,128,97
3464,166,132
3465,286,137
3466,218,100
3467,153,86
3468,134,134
3469,180,180
3470,164,164
3471,155,155
3472,140,140
3473,193,193
3474,180,141
3475,165,180
3476,162,169
3477,179,140
3478,155,618
3479,171,137
3480,154,123
3481,202,104
3482,157,255
3483,195,195
3484,215,130
3485,197,718
3486,176,131
3487,182,193
3488,179,127
3489,149,718
3490,195,157
3491,178,164
3492,215,113
3493,172,195
3494,182,182
3495,180,179
3496,179,700
3497,160,152
3498,178,244
3499,147,93
3500,195,155
3501,172,115
3502,190,188
3503,206,189
3504,205,123
3505,166,152
3506,173,99
3507,197,106
3508,176,104
3509,162,101
3510,177,170
3511,414,414
3512,182,182
3513,182,182
3514,163,163
3515,159,188
3516,166,190
3517,137,191
3518,160,106
3519,188,133
3520,172,232
3521,154,107
3522,165,49
3523,204,87
3524,168,65
3525,161,42
3526,151,20
3527,154,17
3528,166,24
3529,230,30
3530,142,27
3531,178,178
3532,206,27
3533,180,180
3534,158,115
3535,161,29
3536,149,91
3537,177,29
3538,166,26
3539,166,30
3540,179,179
3541,128,26
3542,167,167
3543,125,103
3544,179,28
3545,181,148
3546,169,32
3547,152,284
3548,177,194
3549,295,518
3550,312,312
3551,183,29
3552,114,114
3553,233,275
3554,265,582
3555,421,408
3556,189,529
3557,143,40
3558,182,502
3559,164,164
3560,220,220
3561,344,344
3562,146,35
3563,230,137
3564,230,230
3565,225,144
3566,166,196
3567,162,163
3568,200,163
3569,203,170
3570,180,204
3571,169,24
3572,197,111
3573,194,86
3574,157,33
3575,156,32
3576,190,36
3577,168,43
3578,153,32
3579,160,124
3580,145,46
3581,148,37
3582,175,27
3583,180,38
3584,182,52
3585,160,53
3586,145,40
3587,146,39
3588,170,38
3589,155,31
3590,138,138
3591,178,178
3592,132,77
3593,163,65
3594,119,30
3595,148,64
3596,140,140
3597,168,26
3598,182,19
3599,192,28
3600,134,28
3601,144,21
3602,133,20
3603,148,20
3604,150,21
3605,158,20
3606,167,20
3607,177,20
3608,148,25
3609,199,23
3610,146,40
3611,145,145
3612,214,214
3613,162,18
3614,149,18
3615,155,20
3616,161,24
3617,182,19
3618,141,19
3619,195,46
3620,128,42
3621,154,45
3622,163,236
3623,151,122
3624,173,173
3625,127,86
3626,160,35
3627,169,143
3628,122,128
3629,129,239
3630,153,153
3631,117,18
3632,138,18
3633,155,149
3634,127,35
3635,203,39
3636,157,52
3637,152,52
3638,164,101
3639,177,36
3640,150,35
3641,168,38
3642,132,104
3643,183,112
3644,181,71
3645,175,72
3646,186,59
3647,148,38
3648,183,37
3649,137,72
3650,164,37
3651,152,69
3652,163,37
3653,172,55
3654,139,64
3655,160,21
3656,158,33
3657,140,24
3658,118,20
3659,172,30
3660,159,22
3661,171,49
3662,154,46
3663,170,72
3664,148,33
3665,157,86
3666,168,32
3667,199,82
3668,181,86
3669,173,28
3670,166,14
3671,149,28
3672,116,16
3673,164,33
3674,194,37
3675,156,38
3676,186,40
3677,133,58
3678,152,39
3679,170,44
3680,155,39
3681,138,26
3682,189,24
3683,150,26
3684,190,24
3685,155,24
3686,142,32
3687,200,30
3688,147,26
3689,157,25
3690,163,65
3691,160,27
3692,149,18
3693,163,18
3694,176,36
3695,164,30
3696,132,132
3697,203,31
3698,135,32
3699,287,287
3700,214,29
3701,134,19
3702,136,18
3703,141,17
3704,161,36
3705,181,45
3706,149,44
3707,167,17
3708,198,22
3709,143,20
3710,156,19
3711,192,20
3712,138,23
3713,200,21
3714,241,19
3715,137,19
3716,185,129
3717,189,112
3718,131,139
3719,164,71
3720,180,74
3721,147,147
3722,168,117
3723,139,24
3724,137,17
3725,153,18
3726,171,18
3727,154,18
3728,149,17
3729,200,37
3730,180,57
3731,156,44
3732,130,32
3733,192,37
3734,136,93
3735,140,76
3736,154,104
3737,175,119
3738,182,93
3739,156,122
3740,159,34
3741,163,55
3742,123,31
3743,168,40
3744,160,33
3745,186,57
3746,155,29
3747,178,36
3748,136,18
3749,196,19
3750,137,25
3751,173,84
3752,146,53
3753,130,71
3754,210,78
3755,144,90
3756,237,114
3757,196,148
3758,213,77
3759,229,71
3760,212,212
3761,129,48
3762,182,182
3763,135,58
3764,266,53
3765,254,34
3766,148,172
3767,136,54
3768,201,76
3769,210,261
3770,208,166
3771,199,133
3772,152,97
3773,148,67
3774,184,42
3775,182,64
3776,138,87
3777,178,652
3778,130,174
3779,178,36
3780,181,195
3781,135,135
3782,204,40
3783,194,65
3784,224,75
3785,193,85
3786,152,56
3787,145,373
3788,228,294
3789,404,75
3790,351,159
3791,285,315
3792,316,35
3793,177,28
3794,273,29
3795,246,130
3796,233,128
3797,143,131
3798,150,211
3799,196,21
3800,134,17
3801,238,22
3802,177,26
3803,191,26
3804,199,26
3805,180,26
3806,180,67
3807,198,108
3808,221,218
3809,183,183
3810,195,42
3811,203,46
3812,251,108
3813,187,53
3814,180,176
3815,154,176
3816,199,132
3817,189,167
3818,143,144
3819,214,87
3820,213,55
3821,292,126
3822,197,39
3823,193,48
3824,288,61
3825,149,285
3826,192,101
3827,250,33
3828,187,18
3829,202,18
3830,228,24
3831,192,54
3832,189,100
3833,243,449
3834,190,163
3835,228,75
3836,186,113
3837,152,49
3838,195,88
3839,198,198
3840,199,110
3841,217,64
3842,198,79
3843,162,67
3844,193,49
3845,180,71
3846,202,47
3847,169,104
3848,163,63
3849,168,74
3850,167,52
3851,180,77
3852,189,74
3853,174,48
3854,183,74
3855,221,192
3856,166,59
3857,254,254
3858,203,203
3859,147,76
3860,226,114
3861,209,115
3862,201,69
3863,201,127
3864,171,63
3865,198,70
3866,181,64
3867,156,65
3868,246,123
3869,192,87
3870,152,54
3871,278,178
3872,176,57
3873,172,126
3874,149,65
3875,195,103
3876,182,102
3877,172,104
3878,216,168
3879,211,211
3880,230,95
3881,184,933
3882,205,730
3883,199,1063
3884,240,633
3885,224,114
3886,220,381
3887,215,396
3888,196,342
3889,211,116
3890,205,126
3891,191,191
3892,201,288
3893,220,220
3894,191,191
3895,228,31
3896,178,178
3897,218,218
3898,220,553
3899,198,805
3900,192,138
3901,199,114
3902,164,116
3903,199,153
3904,211,252
3905,182,1565
3906,259,295
3907,178,123
3908,315,103
3909,206,250
3910,195,748
3911,265,77
3912,183,106
3913,227,106
3914,187,130
3915,203,120
3916,206,255
3917,199,109
3918,189,106
3919,189,104
3920,216,839
3921,204,179
3922,188,237
3923,234,157
3924,181,94
3925,206,529
3926,212,782
3927,211,208
3928,200,118
3929,205,136
3930,182,117
3931,205,354
3932,172,1438
3933,190,233
3934,196,111
3935,196,244
3936,188,161
3937,243,100
3938,177,83
3939,225,461
3940,188,448
3941,198,447
3942,205,476
3943,259,355
3944,184,526
3945,196,196
3946,184,184
3947,207,207
3948,206,206
3949,217,616
3950,196,237
3951,149,149
3952,168,168
3953,187,187
3954,155,43
3955,191,191
3956,169,37
3957,133,32
3958,176,33
3959,171,35
3960,134,34
3961,128,32
3962,148,93
3963,144,135
3964,141,168
3965,127,31
3966,183,18
3967,163,163
3968,255,250
3969,138,100
3970,171,22
3971,231,87
3972,161,127
3973,155,60
3974,219,61
3975,136,254
3976,171,255
3977,148,38
3978,157,38
3979,205,93
3980,183,83
3981,150,714
3982,139,139
3983,183,183
3984,194,194
3985,180,247
3986,156,156
3987,278,278
3988,204,204
3989,257,257
3990,281,281
3991,520,520
3992,205,55
3993,259,259
3994,411,411
3995,148,148
3996,199,199
3997,191,191
3998,159,159
3999,194,209
4000,223,223
4001,167,167
4002,187,60
4003,211,98
4004,216,216
4005,176,100
4006,193,18
4007,164,106
4008,176,171
4009,161,49
4010,165,165
4011,177,45
4012,192,40
4013,188,188
4014,179,42
4015,159,224
4016,170,145
4017,189,48
4018,187,46
4019,153,150
4020,211,21
4021,157,23
4022,153,33
4023,177,30
4024,144,294
4025,176,61
4026,160,160
4027,188,115
4028,171,148
4029,213,213
4030,237,237
4031,156,92
4032,182,182
4033,194,194
4034,186,90
4035,170,170
4036,186,186
4037,164,164
4038,166,166
4039,228,63
4040,201,201
4041,229,229
4042,149,149
4043,323,33
4044,151,151
4045,206,206
4046,192,36
4047,175,175
4048,224,224
4049,291,47
4050,210,210
