no,eclipse,ours
2078,163,640
2079,183,184
2080,177,249
2081,190,486
2082,181,571
2083,165,119
2084,158,658
2085,157,1953
2086,191,1059
2087,166,643
2088,167,1001
2089,181,878
2090,176,2110
2091,200,3580
2092,704,415
2093,179,652
2094,199,3550
2095,174,387
2096,161,176
2097,167,468
2098,195,389
2099,180,2293
2100,179,465
2101,170,728
2102,175,469
2103,173,519
2104,166,412
2105,149,425
2106,112,753
2107,151,72
2108,135,72
2109,104,139
2110,136,466
2111,134,139
2112,97,110
2113,94,126
2114,101,524
2115,136,95
2116,153,86
2117,175,287
2118,138,138
2119,155,155
2120,154,154
2121,141,875
2122,150,108
2123,164,620
2124,153,235
2125,165,186
2126,125,308
2127,154,135
2128,156,162
2129,151,302
2130,165,196
2131,102,41
2132,101,2475
2133,118,42
2134,92,161
2135,129,94
2136,119,187
2137,105,147
2138,137,76
2139,170,208
2140,127,51
2141,100,48
2142,95,47
2143,98,46
2144,124,119
2145,127,225
2146,133,400
2147,113,30
2148,120,206
2149,93,153
2150,158,239
2151,146,100
2152,132,111
2153,113,174
2154,112,128
2155,101,230
2156,113,138
2157,152,337
2158,124,169
2159,162,126
2160,106,131
2161,131,125
2162,146,168
2163,149,149
2164,137,177
2165,118,123
2166,112,92
2167,105,117
2168,149,474
2169,124,752
2170,104,1594
2171,118,91
2172,125,89
2173,112,134
2174,89,538
2175,132,64
2176,96,45
2177,125,125
2178,96,96
2179,174,174
2180,97,97
2181,160,36
2182,135,135
2183,124,123
2184,94,363
2185,119,364
2186,112,33
2187,97,68
2188,141,306
2189,133,237
2190,178,229
2191,172,296
2192,131,170
2193,157,183
2194,164,308
2195,160,187
2196,135,200
2197,157,175
2198,160,169
2199,168,178
2200,176,193
2201,163,154
2202,118,264
2203,160,140
2204,137,42
2205,149,150
2206,148,178
2207,152,17
2208,133,14
2209,137,127
2210,143,176
2211,139,190
2212,150,41
2213,139,123
2214,142,128
2215,113,134
2216,151,132
2217,121,101
2218,122,262
2219,147,276
2220,138,170
2221,136,272
2222,150,130
2223,161,140
2224,123,40
2225,143,126
2226,100,122
2227,140,149
2228,126,262
2229,100,208
2230,154,60
2231,131,167
2232,146,60
2233,99,94
2234,163,839
2235,164,189
2236,165,821
2237,161,135
2238,145,236
2239,177,207
2240,174,750
2241,154,771
2242,163,199
2243,177,193
2244,159,4295
2245,155,267
2246,139,192
2247,160,195
2248,166,204
2249,152,276
2250,157,2971
2251,166,2277
2252,164,4727
2253,156,821
2254,168,830
2255,163,198
2256,177,3062
2257,154,282
2258,164,412
2259,161,5782
2260,147,518
2261,191,2522
2262,161,5698
2263,166,1171
2264,160,421
2265,148,190
2266,158,131
2267,157,2378
2268,156,126
2269,158,449
2270,164,226
2271,98,98
2272,126,184
2273,125,68
2274,96,95
2275,114,231
2276,138,138
2277,98,37
2278,147,130
2279,122,125
2280,98,27775
2281,184,382
2282,100,156
2283,147,87
2284,161,161
2285,168,207
2286,171,806
2287,163,441
2288,170,891
2289,196,7838
2290,176,5466
2291,161,46803
2292,171,399
2293,172,189
2294,195,317
2295,170,4927
2296,168,116
2297,210,10185
2298,175,44526
2299,206,342
2300,175,45841
2301,199,4670
2302,192,5590
2303,182,120
2304,177,5647
2305,210,243
2306,166,151
2307,178,1571
2308,167,354
2309,193,11233
2310,351,336
2311,198,306
2312,204,323
2313,200,383
2314,190,304
2315,1303,1636
2316,171,1535
2317,212,370
2318,172,326
2319,193,1555
2320,163,1492
2321,163,9113
2322,161,9113
2323,173,269
2324,171,140
2325,174,321
2326,174,125
2327,157,509
2328,182,951
2329,155,576
2330,176,321
2331,169,159
2332,181,120
2333,174,736
2334,170,186
2335,167,498
2336,157,137
2337,166,328
2338,172,290
2339,161,217
2340,166,299
2341,168,295
2342,145,18923
2343,171,19945
2344,176,327
2345,198,284
2346,201,164
2347,180,256
2348,172,127
2349,197,316
2350,161,30925
2351,211,30981
2352,212,30494
2353,182,32375
2354,172,31168
2355,212,321
2356,177,1094
2357,183,183
2358,164,1055
2359,156,40273
2360,231,303
2361,174,270
2362,184,865
2363,178,314
2364,195,120558
2365,172,882
2366,164,60477
2367,168,492
2368,188,336
2369,191,42618
2370,167,40927
2371,265,415
2372,203,171
2373,192,136
2374,204,163
2375,188,167
2376,157,64
2377,157,55
2378,118,185
2379,130,126
2380,176,48
2381,125,36
2382,177,34
2383,110,46
2384,183,183
2385,123,28
2386,131,31
2387,180,33
2388,182,32
2389,163,32
2390,114,36
2391,174,174
2392,147,52
2393,145,39
2394,109,109
2395,136,35
2396,142,142
2397,107,41
2398,156,36
2399,145,34
2400,134,134
2401,130,130
2402,126,35
2403,99,43
2404,136,35
2405,122,37
2406,102,34
2407,166,122
2408,203,167
2409,220,167
2410,151,194
2411,168,156
2412,172,118
2413,190,133
2414,174,611
2415,170,119
2416,188,108
2417,176,109
2418,167,100
2419,152,189
2420,175,185
2421,177,220
2422,165,99
2423,174,102
2424,160,102
2425,196,195
2426,158,142
2427,162,98
2428,163,312
2429,175,187
2430,162,219
2431,169,128
2432,184,549
2433,175,186
2434,183,116
2435,192,116
2436,169,183
2437,165,2886
2438,187,5313
2439,162,187
2440,156,270
2441,180,264
2442,166,774
2443,175,838
2444,162,165
2445,192,121
2446,179,143
2447,159,239
2448,173,97
2449,151,102
2450,188,30
2451,155,104
2452,186,101
2453,163,139
2454,152,153
2455,179,115
2456,186,144
2457,193,173
2458,160,183
2459,138,474
2460,161,438
2461,140,380
2462,144,379
2463,161,100
2464,138,99
2465,144,101
2466,159,108
2467,153,103
2468,162,107
2469,172,100
2470,167,102
2471,133,3285
2472,191,11896
2473,127,21
2474,150,150
2475,189,23336
2476,160,3437
2477,152,19
2478,179,12499
2479,128,21
2480,169,3366
2481,144,3304
2482,148,21
2483,143,28356
2484,182,2741
2485,153,388
2486,113,487
2487,147,216
2488,140,203
2489,173,553
2490,145,145
2491,148,148
2492,153,153
2493,142,142
2494,158,158
2495,159,159
2496,140,140
2497,141,141
2498,141,141
2499,159,159
2500,138,138
2501,137,137
2502,145,145
2503,150,150
2504,147,147
2505,141,141
2506,120,120
2507,184,138
2508,119,128
2509,144,141
2510,126,146
2511,120,118
2512,150,150
2513,167,108
2514,130,109
2515,119,119
2516,137,187
2517,125,145
2518,120,105
2519,150,110
2520,158,95
2521,148,102
2522,134,167
2523,120,112
2524,165,119
2525,132,121
2526,151,117
2527,165,91
2528,168,113
2529,158,110
2530,167,167
2531,217,217
2532,1356,1356
2533,1621,1621
2534,143,143
2535,192,192
2536,151,151
2537,174,174
2538,164,164
2539,170,170
2540,159,159
2541,164,164
2542,163,163
2543,163,163
2544,159,159
2545,150,150
2546,166,166
2547,158,158
2548,156,156
2549,151,151
2550,174,240
2551,159,159
2552,155,155
2553,166,225
2554,163,163
2555,202,288
2556,157,157
2557,153,78
2558,143,78
2559,142,142
2560,185,185
2561,158,158
2562,172,172
2563,160,160
2564,164,164
2565,153,153
2566,166,166
2567,169,169
2568,1051,1051
2569,1171,1171
2570,158,158
2571,166,166
2572,161,161
2573,171,171
2574,155,155
2575,157,157
2576,155,155
2577,158,158
2578,155,480
2579,163,129
2580,168,135
2581,187,187
2582,1095,1095
2583,1101,1101
2584,155,155
2585,157,425
2586,175,227
2587,128,162
2588,147,147
2589,103,38
2590,159,244
2591,111,456
2592,139,98
2593,174,174
2594,153,153
2595,197,240
2596,156,220
2597,170,2428
2598,164,481
2599,171,793
2600,172,139
2601,167,177
2602,159,585
2603,183,212
2604,195,2613
2605,157,2160
2606,155,529
2607,175,154
2608,169,230
2609,173,182
2610,164,813
2611,161,399
2612,171,312
2613,172,3630
2614,170,125
2615,170,123
2616,195,175
2617,159,2399
2618,168,188
2619,166,4649
2620,171,194
2621,164,705
2622,167,167
2623,155,154
2624,154,154
2625,130,130
2626,148,103
2627,155,100
2628,146,108
2629,150,101
2630,135,101
2631,166,141
2632,174,104
2633,154,557
2634,147,135
2635,156,156
2636,155,9068
2637,202,2536
2638,152,168
2639,134,4
2640,154,1026
2641,121,4960
2642,131,250
2643,161,224
2644,168,94
2645,159,340
2646,126,427
2647,183,171
2648,138,138
2649,185,1661
2650,166,1546
2651,159,395
2652,159,1081
2653,162,201
2654,170,276
2655,159,354
2656,160,662
2657,175,3790
2658,185,11570
2659,221,6832
2660,764,4055
2661,185,4443
2662,183,376
2663,181,330
2664,187,287
2665,169,156
2666,166,217
2667,170,561
2668,179,179
2669,181,407
2670,168,36
2671,178,1445
2672,181,426
2673,168,1421
2674,187,187
2675,177,292
2676,186,3146
2677,170,33
2678,200,969
2679,163,163
2680,189,191
2681,121,257
2682,156,6482
2683,142,290
2684,164,6654
2685,123,5051
2686,147,398
2687,163,416
2688,151,412
2689,156,434
2690,115,371
2691,113,569
2692,141,470
2693,110,11893
2694,127,13808
2695,228,2802
2696,146,2697
2697,144,312
2698,117,503
2699,196,5025
2700,141,35
